MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Same_Condition,Same_exterior,Bsmt_per_sf_done,low_qual_per,total_rm,total_deck_porch,age,age_remodel,OverallScore,ExterScore,BsmtScore,GarageScore,YrMon,log_sale_price
RL,88.0,11394,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,Stone,350.0,PConc,Av,GLQ,Unf,411,GasA,3,Y,SBrkr,1856,1,Ex,Typ,1,3,Attchd,2010.0,Fin,3,834,Y,0,0,6,2010,New,Partial,True,True,0.7785560344827587,0.0,10.5,113,0,0,2.0,2.5,2.5,2.0,2010-06-01,12.885202034321916
RL,60.0,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,16.0,PConc,No,Unf,Unf,982,GasA,3,Y,SBrkr,1800,1,TA,Typ,1,2,Attchd,2000.0,Fin,2,463,Y,0,0,6,2009,WD,Normal,False,True,0.0,0.0,9.5,163,9,9,2.0,2.0,2.5,2.0,2009-06-01,12.095141084822892
RL,50.0,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,None,0.0,BrkTil,No,LwQ,Unf,808,GasA,2,Y,SBrkr,1691,1,Gd,Typ,1,3,Detchd,1924.0,Unf,1,308,Y,0,0,5,2010,WD,Normal,True,False,0.2124756335282651,0.0,8.0,242,86,60,2.0,2.0,2.0,2.0,2010-05-01,11.751942365440728
FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,1293,GasA,3,Y,SBrkr,1301,1,Gd,Typ,1,3,Attchd,2006.0,RFn,2,572,Y,0,0,8,2006,New,Partial,True,True,0.0,0.0,8.0,337,0,0,2.5,2.5,3.0,2.0,2006-08-01,12.142866569626381
RL,79.0,9245,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,Unf,Unf,939,GasA,3,Y,SBrkr,1797,1,Gd,Typ,0,0,Attchd,2006.0,RFn,2,639,Y,0,0,4,2007,WD,Normal,True,True,0.0,0.0,10.5,197,1,1,2.5,2.5,2.5,2.0,2007-04-01,12.271392111650817
RH,60.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,784,GasA,2,N,FuseA,784,1,TA,Typ,0,0,Detchd,1950.0,Unf,2,360,N,0,0,10,2009,WD,Normal,True,True,0.0,0.0,6.0,91,81,59,1.5,2.0,2.0,2.0,2009-10-01,11.238488619268468
RL,69.79733110925771,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,1Fam,2Story,Gable,CompShg,HdBoard,None,0.0,PConc,Av,GLQ,Unf,595,GasA,3,Y,SBrkr,1953,1,Gd,Typ,2,2,Attchd,1992.0,Fin,2,501,Y,0,0,6,2007,WD,Normal,False,True,0.6234177215189873,0.0,12.5,447,15,15,2.0,2.5,2.5,2.0,2007-06-01,12.388394202324129
RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,BrkFace,16.0,PConc,No,GLQ,Unf,1232,GasA,3,Y,SBrkr,1269,1,Gd,Typ,1,2,Attchd,2004.0,Fin,2,430,Y,0,0,4,2010,WD,Normal,True,True,0.01910828025477707,0.0,8.0,310,6,5,2.5,2.5,2.5,2.0,2010-04-01,12.165250651009918
RL,72.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,BrkFace,255.0,CBlock,Av,ALQ,Unf,410,GasA,3,Y,SBrkr,1125,1,TA,Typ,1,2,Detchd,1977.0,Unf,1,352,Y,0,0,10,2009,WD,Abnorml,True,True,0.6061479346781941,0.0,8.0,296,33,33,2.0,2.0,2.0,2.0,2009-10-01,11.736069016284437
RL,93.0,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,125.0,PConc,No,Unf,Unf,1468,GasA,3,Y,SBrkr,1479,1,Gd,Typ,0,0,Attchd,1999.0,RFn,2,577,Y,0,0,7,2008,WD,Normal,True,True,0.0,0.0,8.0,145,9,8,2.5,2.5,2.5,2.0,2008-07-01,12.160028707028767
RL,96.0,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,Stone,272.0,PConc,Av,GLQ,Unf,402,GasA,3,Y,SBrkr,2332,1,Ex,Typ,1,3,BuiltIn,2008.0,Fin,3,846,Y,0,0,8,2008,New,Partial,True,True,0.760998810939358,0.0,12.5,330,1,0,2.5,2.5,2.5,2.0,2008-08-01,12.962194625251508
RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Rec,BLQ,229,GasA,3,Y,SBrkr,1367,1,TA,Typ,0,0,Detchd,1978.0,Unf,1,384,Y,0,0,4,2008,WD,Normal,True,True,0.7340301974448316,0.0,9.0,242,108,58,2.5,2.0,2.5,2.0,2008-04-01,11.686878772093667
RL,71.0,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,ALQ,Unf,114,GasA,3,Y,SBrkr,1961,1,Gd,Typ,1,2,BuiltIn,2001.0,Fin,2,560,Y,0,0,6,2009,WD,Normal,True,True,0.8582089552238806,0.0,10.5,317,8,7,2.0,2.0,2.5,2.0,2009-06-01,12.2783933071098
RL,60.0,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Unf,Unf,735,GasA,3,Y,FuseA,1034,1,TA,Typ,0,0,Detchd,1940.0,Unf,1,240,Y,0,0,7,2007,WD,Normal,True,True,0.0,0.0,6.0,39,67,57,2.0,2.0,2.0,2.0,2007-07-01,11.59910316121128
RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,CBlock,Av,BLQ,Unf,405,GasA,2,Y,SBrkr,1144,1,TA,Typ,0,0,Attchd,1956.0,Unf,1,596,Y,0,0,6,2010,WD,Normal,True,True,0.6459790209790209,0.0,8.0,44,54,54,2.0,2.0,2.0,2.0,2010-06-01,11.76756768334381
RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,None,0.0,CBlock,Av,Rec,Unf,117,GasA,2,Y,SBrkr,894,1,TA,Typ,0,0,Detchd,1985.0,RFn,2,600,Y,0,0,9,2009,WD,Normal,True,True,0.8691275167785235,0.0,7.0,215,37,37,2.0,2.0,2.0,2.0,2009-09-01,11.719939634354555
RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,288.0,CBlock,No,ALQ,Unf,324,GasA,2,Y,SBrkr,1812,1,TA,Typ,1,2,Attchd,1962.0,RFn,1,264,Y,0,0,7,2007,WD,Normal,False,True,0.625,0.0,10.0,168,45,45,2.0,2.0,2.0,2.0,2007-07-01,12.040608205802641
RM,60.0,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Unf,Unf,961,GasA,3,Y,Mix,1077,1,TA,Maj2,0,0,Detchd,1920.0,Unf,1,338,N,0,0,11,2007,WD,Abnorml,True,True,0.0,0.0,7.0,0,87,57,1.5,2.0,1.5,1.0,2007-11-01,11.112447898373103
FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,CemntBd,Stone,100.0,PConc,No,GLQ,Unf,280,GasA,3,Y,SBrkr,1550,1,Gd,Typ,0,0,Attchd,2007.0,Fin,2,438,Y,0,0,10,2009,WD,Normal,True,False,0.7435897435897436,0.0,10.0,168,3,2,2.5,2.5,2.5,2.0,2009-10-01,12.392552212472792
RL,38.0,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,None,0.0,PConc,No,GLQ,Unf,474,GasA,3,Y,SBrkr,1288,1,Ex,Typ,2,3,Attchd,1996.0,Fin,2,500,Y,0,0,12,2008,WD,Normal,True,True,0.6238095238095238,0.0,6.5,374,12,12,2.5,2.5,2.5,2.0,2008-12-01,12.411052226216713
RL,65.0,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,GLQ,Unf,1286,GasA,3,Y,SBrkr,1310,1,Gd,Typ,1,3,Attchd,2005.0,Fin,2,400,Y,0,0,7,2006,New,Partial,True,True,0.0183206106870229,0.0,8.0,0,1,1,2.5,2.5,2.5,2.0,2006-07-01,12.01364014498549
RL,60.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,Unf,Unf,672,GasA,3,Y,SBrkr,672,1,TA,Typ,0,0,Detchd,1940.0,Unf,1,240,N,0,0,8,2008,WD,Normal,True,True,0.0,0.0,5.0,168,68,11,2.5,2.0,2.0,2.0,2008-08-01,11.589886506106357
RL,93.0,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Hip,CompShg,VinylSd,BrkFace,650.0,PConc,No,Unf,Unf,1141,GasA,3,Y,SBrkr,2263,1,Gd,Typ,1,2,BuiltIn,1998.0,Fin,2,420,Y,0,0,7,2006,WD,Abnorml,True,True,0.0,0.0,12.5,267,8,8,2.5,2.5,2.5,2.0,2006-07-01,12.460714863903755
RL,69.79733110925771,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,806,GasA,3,Y,SBrkr,1572,1,TA,Typ,1,2,BuiltIn,1995.0,Fin,2,373,Y,0,0,5,2007,WD,Normal,True,True,0.0,0.0,9.5,40,12,11,2.0,2.0,2.5,2.0,2007-05-01,12.031719258385396
RL,69.79733110925771,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,BLQ,Unf,165,GasA,3,Y,SBrkr,1620,1,TA,Min1,1,2,Attchd,1993.0,Unf,2,490,Y,0,0,6,2009,WD,Normal,False,True,0.8711943793911007,0.0,11.0,198,33,16,2.0,2.0,2.0,2.0,2009-06-01,11.918390573078392
RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Unf,Unf,1064,GasA,3,Y,FuseA,1639,1,TA,Maj2,0,0,Detchd,1936.0,Unf,1,240,Y,0,0,3,2008,WD,Normal,True,True,0.0,0.4056603773584906,7.0,0,72,58,2.0,2.0,2.0,2.0,2008-03-01,11.652687407345388
RL,63.0,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,840,GasA,3,Y,SBrkr,1680,1,TA,Typ,0,0,Attchd,1960.0,Unf,1,308,Y,0,0,3,2008,WD,Normal,True,False,0.0,0.0,10.0,160,93,32,2.5,2.0,2.5,2.0,2008-03-01,12.083905011555967
RL,109.0,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,350.0,PConc,No,Unf,Unf,1063,GasA,3,Y,SBrkr,2172,1,Gd,Typ,1,3,Attchd,2006.0,RFn,3,947,Y,0,0,8,2007,New,Partial,True,True,0.0,0.0,11.5,254,1,1,2.5,2.5,3.0,2.0,2007-08-01,12.542544882151386
FV,85.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,Stone,100.0,PConc,No,GLQ,Unf,245,GasA,3,Y,SBrkr,2078,1,Ex,Typ,1,3,Attchd,2008.0,Fin,3,836,Y,0,0,4,2008,New,Partial,True,True,0.7630560928433269,0.0,11.5,102,1,0,2.5,2.5,2.5,2.0,2008-04-01,12.73596533201339
RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,BrkComm,None,0.0,CBlock,No,Unf,Unf,1276,GasA,2,Y,FuseA,1276,1,TA,Mod,0,0,Attchd,1958.0,Unf,1,350,Y,0,0,6,2009,COD,Abnorml,True,False,0.0,0.0,6.0,0,51,51,1.5,2.0,2.0,2.0,2009-06-01,11.002099841204238
RL,100.0,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,None,0.0,CBlock,Mn,Rec,Unf,0,GasA,2,N,SBrkr,1056,1,TA,Typ,0,0,Attchd,1955.0,Fin,2,572,Y,0,0,1,2006,WD,Normal,True,True,1.0,0.0,7.0,264,51,51,2.0,2.0,2.0,2.0,2006-01-01,11.884489021402711
FV,69.79733110925771,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Stone,432.0,PConc,Av,GLQ,Unf,892,GasA,3,Y,SBrkr,1478,1,Gd,Typ,1,3,Attchd,2009.0,Fin,2,484,Y,0,0,6,2010,New,Partial,True,True,0.39319727891156464,0.0,10.5,144,1,1,2.5,2.5,2.5,2.0,2010-06-01,12.310432660854417
RM,56.0,8960,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,CompShg,WdShing,None,0.0,CBlock,No,Unf,Unf,1008,GasA,3,Y,FuseA,1028,1,TA,Typ,1,3,Detchd,1927.0,Unf,2,360,Y,0,0,3,2010,WD,Normal,False,False,0.0,0.0,6.0,130,83,60,2.0,2.0,2.0,2.0,2010-03-01,11.652687407345388
RL,59.0,11228,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,BLQ,GLQ,499,GasA,3,Y,SBrkr,2097,1,Gd,Typ,1,2,Attchd,1993.0,Unf,3,678,Y,0,0,12,2008,WD,Normal,True,True,0.537962962962963,0.0,12.0,383,15,15,2.5,2.5,2.5,2.0,2008-12-01,12.337100907936577
RL,73.0,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,GLQ,Unf,1316,GasA,3,Y,SBrkr,1340,1,Gd,Typ,0,0,Attchd,2007.0,Fin,2,396,Y,0,0,8,2007,New,Partial,True,True,0.01791044776119403,0.0,8.0,130,0,0,2.5,2.5,2.5,2.0,2007-08-01,12.106992367829498
RL,74.0,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,CompShg,HdBoard,BrkFace,203.0,CBlock,No,ALQ,Unf,463,GasA,2,Y,SBrkr,1400,1,TA,Typ,1,2,Attchd,1978.0,Fin,2,440,Y,0,0,3,2006,WD,Normal,True,True,0.31101190476190477,0.0,7.5,0,28,28,2.5,2.0,2.0,2.0,2006-03-01,11.915051671812877
RL,86.0,22420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,Hip,CompShg,Wd Sdng,None,0.0,BrkTil,No,BLQ,Unf,242,GasW,2,N,FuseA,2624,1,TA,Typ,1,3,Detchd,1918.0,Unf,3,864,N,0,0,11,2007,WD,Normal,False,False,0.8233576642335766,0.0,13.5,0,89,57,2.0,2.0,2.5,2.0,2007-11-01,12.384218830913648
RL,60.0,8160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,ALQ,Unf,444,GasA,2,N,FuseF,1134,1,TA,Typ,0,0,Detchd,1940.0,Unf,1,240,P,0,0,4,2007,WD,AdjLand,True,True,0.4126984126984127,0.0,9.5,0,67,57,2.0,2.0,2.0,2.0,2007-04-01,11.744037185933616
RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,CBlock,No,BLQ,Unf,281,GasA,3,Y,SBrkr,1056,1,TA,Typ,1,2,Attchd,1968.0,Unf,1,304,Y,0,0,7,2010,WD,Normal,True,True,0.7339015151515151,0.0,8.0,269,42,42,2.0,2.0,2.0,2.0,2010-07-01,11.863582336583399
RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,BrkFace,200.0,PConc,Gd,GLQ,Unf,35,GasA,3,Y,SBrkr,1344,2,TA,Typ,0,0,Attchd,1997.0,Fin,4,784,Y,0,0,11,2008,WD,Alloca,True,True,0.9739583333333334,0.0,12.0,0,11,10,2.5,2.5,3.0,2.0,2008-11-01,12.237086699059343
RL,69.79733110925771,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Stone,126.0,CBlock,No,ALQ,Unf,356,GasA,3,Y,SBrkr,1602,1,Gd,Typ,1,2,Attchd,1977.0,Fin,2,529,Y,0,0,6,2009,WD,Normal,True,False,0.7777777777777778,0.0,10.5,240,32,9,2.5,2.5,2.5,2.0,2009-06-01,12.2783933071098
RL,100.0,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,1Fam,1Story,Hip,CompShg,HdBoard,None,0.0,CBlock,No,Unf,Unf,988,GasA,3,Y,FuseA,988,1,TA,Typ,0,0,Attchd,1954.0,RFn,2,520,N,0,0,2,2008,WD,Normal,False,True,0.0,0.0,5.0,0,54,54,2.0,2.0,2.0,2.0,2008-02-01,11.635143097694478
RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,473.0,PConc,No,GLQ,Unf,484,GasA,3,Y,SBrkr,2630,1,Gd,Typ,1,2,Attchd,1998.0,Fin,3,696,Y,0,0,6,2008,WD,Normal,True,True,0.6707482993197279,0.0,11.5,66,10,10,2.5,2.5,2.5,2.0,2008-06-01,12.66032791780777
RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,BrkFace,74.0,CBlock,No,LwQ,Unf,580,GasA,3,Y,FuseA,1196,1,TA,Typ,1,3,Attchd,1956.0,RFn,1,297,Y,0,0,5,2008,WD,Normal,True,True,0.5150501672240803,0.0,8.0,44,52,52,2.0,2.0,2.5,2.0,2008-05-01,11.842229212112828
RM,60.0,3378,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,HdBoard,None,0.0,CBlock,No,Unf,Unf,651,GasA,3,Y,SBrkr,1389,1,TA,Typ,2,3,Detchd,1947.0,Unf,1,240,P,0,0,9,2009,WD,Normal,True,True,0.0,0.0,7.5,126,63,17,3.0,2.5,2.0,2.0,2009-09-01,11.813030057420567
RL,69.79733110925771,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,BrkFace,145.0,PConc,Gd,GLQ,Unf,0,GasA,3,Y,SBrkr,1644,1,Gd,Typ,1,2,Attchd,1989.0,Fin,2,569,Y,0,0,8,2009,WD,Normal,True,True,1.0,0.0,8.5,476,20,20,2.5,2.5,2.5,2.0,2009-08-01,12.524526376648708
RL,77.0,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,None,0.0,CBlock,No,Rec,Unf,619,GasA,3,Y,SBrkr,907,1,TA,Typ,0,0,Detchd,1964.0,Unf,1,352,Y,0,0,7,2008,WD,Normal,True,True,0.3175303197353914,0.0,6.0,0,51,51,2.0,2.0,2.0,2.0,2008-07-01,11.59917655301345
RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,108.0,PConc,No,GLQ,Unf,544,GasA,3,Y,SBrkr,1208,1,Gd,Typ,0,0,Attchd,2007.0,RFn,2,628,Y,0,0,9,2007,New,Partial,True,True,0.5496688741721855,0.0,9.0,159,0,0,2.5,2.5,2.5,2.0,2007-09-01,12.182804018590819
RL,130.0,11457,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,Mn,GLQ,Unf,387,GasA,2,Y,SBrkr,1412,1,Gd,Typ,1,2,Attchd,1988.0,Unf,2,576,Y,0,0,3,2009,WD,Normal,True,True,0.7219827586206896,0.0,9.0,169,21,21,2.0,2.0,2.5,2.0,2009-03-01,12.072541252905651
RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,BrkFace,232.0,CBlock,No,ALQ,Unf,96,GasA,2,Y,SBrkr,987,1,TA,Typ,0,0,Detchd,1971.0,Unf,1,264,Y,0,0,7,2008,COD,Abnorml,True,True,0.8012422360248447,0.0,5.5,0,37,37,2.0,2.0,2.0,2.0,2008-07-01,11.355101379776661
RM,24.0,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,BrkFace,376.0,CBlock,No,ALQ,Unf,294,GasA,3,Y,SBrkr,1365,1,TA,Min1,0,0,Detchd,1971.0,Unf,2,440,Y,0,0,8,2007,WD,Normal,True,True,0.615686274509804,0.0,8.5,276,36,36,2.0,2.0,2.0,2.0,2007-08-01,11.715866308966918
RL,100.0,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,926,GasA,3,Y,SBrkr,1604,1,TA,Typ,1,2,Attchd,1997.0,Fin,2,470,Y,0,0,7,2008,WD,Normal,True,True,0.0,0.0,9.5,36,11,10,2.0,2.0,2.5,2.0,2008-07-01,12.106252310247962
RL,43.0,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,GLQ,ALQ,70,GasA,3,Y,SBrkr,1661,1,Gd,Typ,1,2,Attchd,1996.0,RFn,2,550,Y,0,0,4,2009,ConLw,Normal,False,True,0.9123904881101377,0.0,9.5,219,13,13,2.5,2.5,2.5,2.0,2009-04-01,12.26434155365415
RM,40.0,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,None,0.0,BrkTil,No,Unf,Unf,648,GasA,2,Y,FuseA,1118,1,TA,Typ,0,0,Detchd,1990.0,Unf,2,440,Y,0,0,10,2006,WD,Normal,True,True,0.0,0.0,7.0,0,86,56,2.5,2.0,2.0,2.0,2006-10-01,11.661345470088502
RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,Unf,Unf,884,GasA,3,Y,SBrkr,904,1,TA,Typ,0,0,Detchd,1926.0,Unf,1,180,Y,0,0,1,2009,WD,Normal,True,True,0.0,0.0,5.0,105,83,5,2.5,2.5,2.0,2.0,2009-01-01,11.686878772093667
RL,40.0,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,CompShg,WdShing,None,0.0,PConc,No,LwQ,Unf,75,GasA,2,N,SBrkr,694,1,Gd,Typ,1,3,Detchd,1990.0,Unf,1,352,P,0,0,3,2007,WD,Normal,True,False,0.8295454545454546,0.0,5.0,34,94,5,2.0,2.0,2.0,2.5,2007-03-01,11.411446296020374
RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,Mn,Unf,Unf,684,GasA,3,Y,SBrkr,1196,1,Gd,Typ,0,0,Detchd,2005.0,Unf,2,528,Y,0,800,8,2009,ConLI,Normal,True,True,0.0,0.0,8.0,46,89,9,2.5,2.0,2.0,2.0,2009-08-01,11.608235644774552
RL,105.0,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,Stone,200.0,PConc,Gd,GLQ,ALQ,788,GasA,3,Y,SBrkr,2402,1,Ex,Typ,2,3,Attchd,2008.0,Fin,3,672,Y,0,0,4,2009,WD,Normal,True,True,0.7453135100193924,0.0,13.0,242,1,1,2.5,2.5,2.5,2.0,2009-04-01,13.226723392728571
RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,1078,GasA,2,Y,SBrkr,1573,1,TA,Typ,1,3,Detchd,1930.0,Unf,2,360,P,0,0,6,2008,WD,Normal,True,True,0.0,0.0,10.0,0,78,16,2.5,2.0,2.0,2.0,2008-06-01,12.000891794590137
RL,53.0,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,BrkFace,72.0,PConc,Av,Unf,Unf,1258,GasA,3,Y,SBrkr,1258,1,Gd,Typ,1,3,Attchd,2007.0,Fin,3,648,Y,0,0,6,2007,New,Partial,True,False,0.0,0.0,8.0,160,1,0,2.5,2.5,2.5,2.0,2007-06-01,12.058152515453552
RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,273,GasA,3,Y,SBrkr,1908,1,Gd,Typ,1,2,Attchd,1994.0,Unf,2,493,Y,0,0,7,2008,WD,Normal,True,True,0.7016393442622951,0.0,11.5,277,14,13,2.5,3.0,2.5,2.0,2008-07-01,12.254862809699606
